"user_id","date","device","sex"
450007,"2015-02-28","Desktop","Female"
756838,"2015-01-13","Desktop","Male"
568983,"2015-04-09","Desktop","Male"
190794,"2015-02-18","Desktop","Female"
537909,"2015-01-15","Desktop","Male"
993454,"2015-03-03","Desktop","Male"
377150,"2015-04-15","Desktop","Female"
137258,"2015-01-27","Mobile","Male"
608249,"2015-04-12","Desktop","Female"
615615,"2015-02-24","Mobile","Female"
96069,"2015-04-13","Mobile","Female"
664476,"2015-02-13","Desktop","Female"
236201,"2015-03-14","Desktop","Male"
796359,"2015-04-02","Desktop","Male"
592962,"2015-04-25","Desktop","Male"
971488,"2015-02-27","Desktop","Female"
610157,"2015-02-11","Desktop","Female"
561375,"2015-04-11","Desktop","Female"
624556,"2015-01-25","Desktop","Male"
443293,"2015-03-19","Mobile","Male"
435414,"2015-03-11","Mobile","Female"
969529,"2015-04-14","Desktop","Female"
830503,"2015-01-21","Desktop","Female"
184748,"2015-02-18","Mobile","Male"
68397,"2015-04-02","Desktop","Male"
682442,"2015-04-03","Desktop","Male"
62655,"2015-01-30","Desktop","Female"
159517,"2015-03-25","Desktop","Male"
78294,"2015-04-19","Mobile","Female"
504960,"2015-03-08","Desktop","Female"
449259,"2015-02-15","Desktop","Male"
976991,"2015-04-24","Desktop","Male"
639988,"2015-04-03","Desktop","Female"
668253,"2015-02-05","Desktop","Male"
838832,"2015-03-08","Desktop","Female"
126297,"2015-01-01","Mobile","Male"
700880,"2015-01-07","Desktop","Male"
606959,"2015-02-21","Desktop","Female"
252135,"2015-03-10","Mobile","Male"
886066,"2015-01-10","Desktop","Male"
283193,"2015-02-12","Desktop","Male"
527765,"2015-03-13","Mobile","Male"
265629,"2015-04-27","Mobile","Male"
469531,"2015-04-20","Mobile","Male"
632470,"2015-03-06","Desktop","Male"
142395,"2015-02-21","Desktop","Female"
948203,"2015-03-03","Desktop","Female"
601434,"2015-02-03","Desktop","Male"
429473,"2015-02-28","Mobile","Female"
291813,"2015-03-28","Desktop","Female"
378948,"2015-03-06","Mobile","Male"
220197,"2015-01-14","Desktop","Female"
245517,"2015-02-23","Desktop","Female"
594992,"2015-04-18","Mobile","Male"
231324,"2015-02-22","Desktop","Female"
107605,"2015-03-04","Desktop","Female"
870834,"2015-02-11","Mobile","Male"
604565,"2015-04-03","Desktop","Female"
984873,"2015-04-04","Desktop","Female"
623145,"2015-04-04","Mobile","Male"
457209,"2015-01-07","Desktop","Female"
13830,"2015-02-05","Desktop","Male"
716584,"2015-03-15","Desktop","Male"
434895,"2015-01-07","Desktop","Female"
471874,"2015-02-17","Desktop","Male"
838723,"2015-02-19","Desktop","Male"
731725,"2015-03-26","Mobile","Male"
25566,"2015-04-12","Desktop","Male"
566349,"2015-02-27","Desktop","Female"
880532,"2015-04-10","Desktop","Male"
574808,"2015-02-19","Desktop","Female"
418014,"2015-02-22","Desktop","Female"
205344,"2015-01-27","Desktop","Female"
176571,"2015-01-03","Desktop","Female"
41600,"2015-02-21","Desktop","Female"
727796,"2015-03-26","Desktop","Male"
167038,"2015-04-13","Mobile","Male"
94187,"2015-04-30","Desktop","Male"
985123,"2015-04-13","Mobile","Female"
965822,"2015-02-19","Desktop","Female"
999441,"2015-02-06","Mobile","Male"
872473,"2015-01-26","Desktop","Male"
476955,"2015-03-23","Mobile","Female"
384199,"2015-03-24","Desktop","Male"
388103,"2015-03-30","Desktop","Female"
407805,"2015-03-18","Desktop","Female"
779585,"2015-02-08","Mobile","Male"
958443,"2015-01-31","Desktop","Male"
846115,"2015-03-12","Mobile","Female"
647067,"2015-03-05","Mobile","Male"
210950,"2015-01-15","Desktop","Male"
178373,"2015-04-30","Desktop","Male"
67626,"2015-03-22","Desktop","Male"
355552,"2015-03-22","Desktop","Female"
795169,"2015-03-26","Mobile","Female"
552008,"2015-04-19","Mobile","Male"
874797,"2015-01-26","Desktop","Female"
336186,"2015-02-20","Desktop","Male"
449714,"2015-01-28","Mobile","Male"
635882,"2015-02-22","Desktop","Female"
648838,"2015-02-27","Mobile","Female"
920130,"2015-04-03","Desktop","Male"
853085,"2015-01-09","Desktop","Male"
141250,"2015-03-20","Desktop","Male"
155756,"2015-01-14","Mobile","Male"
435742,"2015-02-01","Mobile","Female"
179518,"2015-01-05","Desktop","Female"
83581,"2015-01-30","Desktop","Male"
801991,"2015-01-04","Desktop","Female"
637254,"2015-01-09","Desktop","Male"
324784,"2015-04-04","Mobile","Male"
587563,"2015-01-17","Desktop","Male"
797730,"2015-03-20","Desktop","Male"
239133,"2015-04-24","Desktop","Male"
821176,"2015-01-30","Desktop","Female"
193027,"2015-04-03","Desktop","Female"
524052,"2015-03-12","Desktop","Female"
782646,"2015-04-06","Mobile","Female"
707617,"2015-02-20","Mobile","Male"
26481,"2015-03-14","Desktop","Female"
263024,"2015-04-27","Desktop","Female"
468189,"2015-01-01","Mobile","Male"
424187,"2015-01-13","Desktop","Male"
697998,"2015-01-13","Desktop","Male"
226861,"2015-02-08","Mobile","Female"
106038,"2015-01-07","Desktop","Male"
140864,"2015-01-19","Mobile","Male"
996089,"2015-03-16","Desktop","Male"
581208,"2015-01-02","Desktop","Male"
592297,"2015-04-26","Desktop","Female"
88600,"2015-04-19","Desktop","Male"
428198,"2015-02-23","Desktop","Male"
671415,"2015-03-21","Mobile","Male"
970783,"2015-03-27","Desktop","Female"
212557,"2015-04-19","Desktop","Female"
681538,"2015-02-08","Desktop","Female"
717441,"2015-01-30","Mobile","Female"
112814,"2015-04-09","Mobile","Male"
95108,"2015-01-29","Desktop","Female"
158455,"2015-04-25","Desktop","Male"
294234,"2015-03-16","Mobile","Male"
251157,"2015-03-10","Desktop","Male"
947971,"2015-03-08","Desktop","Female"
26348,"2015-01-27","Desktop","Male"
931071,"2015-03-16","Mobile","Male"
416753,"2015-03-03","Desktop","Male"
560881,"2015-03-06","Desktop","Male"
914566,"2015-04-01","Desktop","Female"
624314,"2015-04-07","Desktop","Male"
261175,"2015-04-18","Mobile","Female"
469756,"2015-01-24","Desktop","Female"
325655,"2015-02-19","Mobile","Male"
780988,"2015-04-03","Desktop","Male"
873311,"2015-01-19","Mobile","Female"
485948,"2015-03-03","Mobile","Male"
846486,"2015-02-04","Desktop","Female"
759991,"2015-02-10","Desktop","Male"
260665,"2015-04-02","Mobile","Female"
137037,"2015-04-11","Desktop","Male"
481376,"2015-03-29","Mobile","Male"
126569,"2015-02-24","Desktop","Male"
579677,"2015-03-26","Mobile","Female"
957293,"2015-04-16","Desktop","Female"
430295,"2015-01-21","Mobile","Male"
569491,"2015-03-29","Desktop","Female"
422726,"2015-01-10","Desktop","Female"
723540,"2015-04-29","Desktop","Female"
521442,"2015-02-01","Mobile","Male"
362111,"2015-04-01","Desktop","Male"
17329,"2015-04-02","Desktop","Female"
628199,"2015-04-02","Mobile","Male"
862101,"2015-03-21","Desktop","Male"
711742,"2015-03-17","Desktop","Female"
792150,"2015-04-18","Desktop","Female"
52348,"2015-02-20","Mobile","Female"
174311,"2015-03-27","Desktop","Male"
218289,"2015-02-26","Desktop","Male"
892708,"2015-02-27","Mobile","Female"
926378,"2015-04-05","Desktop","Male"
154247,"2015-03-01","Desktop","Female"
618376,"2015-01-14","Mobile","Male"
153398,"2015-03-20","Mobile","Female"
211834,"2015-02-23","Desktop","Male"
807280,"2015-04-17","Mobile","Female"
541702,"2015-03-07","Desktop","Male"
812904,"2015-04-25","Desktop","Male"
800490,"2015-02-27","Mobile","Female"
91251,"2015-04-19","Desktop","Male"
725835,"2015-04-18","Desktop","Female"
80921,"2015-01-21","Desktop","Male"
423478,"2015-03-03","Mobile","Male"
145498,"2015-01-28","Mobile","Female"
124672,"2015-04-10","Desktop","Female"
291840,"2015-03-05","Desktop","Female"
79105,"2015-02-17","Desktop","Male"
643460,"2015-04-21","Desktop","Male"
89968,"2015-04-13","Desktop","Male"
367090,"2015-01-12","Desktop","Male"
323678,"2015-04-03","Desktop","Male"
949671,"2015-02-25","Mobile","Male"
89464,"2015-02-23","Mobile","Male"
290391,"2015-03-31","Mobile","Male"
122651,"2015-02-21","Desktop","Female"
476508,"2015-04-30","Desktop","Female"
665984,"2015-02-08","Mobile","Female"
680460,"2015-03-04","Desktop","Female"
236586,"2015-03-27","Desktop","Female"
57108,"2015-04-18","Desktop","Female"
107888,"2015-04-10","Desktop","Female"
204170,"2015-03-30","Desktop","Female"
197117,"2015-04-17","Desktop","Female"
578008,"2015-01-18","Desktop","Female"
275484,"2015-04-17","Desktop","Female"
669237,"2015-02-03","Desktop","Female"
890176,"2015-03-06","Desktop","Female"
381241,"2015-03-18","Mobile","Female"
676989,"2015-04-17","Desktop","Female"
487368,"2015-02-17","Desktop","Male"
516375,"2015-02-28","Desktop","Female"
155766,"2015-02-03","Desktop","Male"
438980,"2015-04-21","Mobile","Male"
834664,"2015-04-18","Desktop","Male"
379453,"2015-01-02","Desktop","Male"
130249,"2015-02-01","Desktop","Male"
805888,"2015-03-26","Desktop","Male"
253420,"2015-04-23","Mobile","Male"
844399,"2015-02-24","Desktop","Female"
339785,"2015-02-12","Mobile","Female"
17533,"2015-03-13","Desktop","Male"
7371,"2015-03-17","Desktop","Male"
91631,"2015-02-15","Desktop","Male"
845493,"2015-01-24","Mobile","Female"
454000,"2015-03-01","Mobile","Female"
29134,"2015-02-26","Desktop","Male"
661568,"2015-03-21","Desktop","Female"
663684,"2015-02-05","Mobile","Female"
898375,"2015-04-13","Desktop","Female"
709847,"2015-02-13","Desktop","Female"
94009,"2015-01-28","Mobile","Female"
182763,"2015-01-12","Desktop","Female"
65594,"2015-03-02","Desktop","Female"
904505,"2015-03-19","Desktop","Female"
215864,"2015-01-30","Desktop","Male"
512615,"2015-02-03","Mobile","Male"
441149,"2015-04-13","Desktop","Male"
187957,"2015-02-06","Desktop","Female"
796149,"2015-03-17","Desktop","Female"
47219,"2015-01-07","Desktop","Male"
126069,"2015-01-18","Desktop","Male"
491650,"2015-03-23","Desktop","Female"
998063,"2015-04-15","Desktop","Female"
975403,"2015-02-13","Mobile","Male"
885532,"2015-02-22","Desktop","Female"
260528,"2015-02-27","Desktop","Female"
151208,"2015-04-21","Desktop","Female"
602831,"2015-01-07","Desktop","Female"
568481,"2015-04-11","Mobile","Female"
772976,"2015-04-12","Mobile","Male"
638861,"2015-01-21","Desktop","Female"
987443,"2015-02-23","Desktop","Male"
416339,"2015-01-23","Desktop","Male"
559850,"2015-02-11","Mobile","Female"
897418,"2015-03-01","Desktop","Male"
339931,"2015-02-02","Desktop","Male"
125185,"2015-01-19","Mobile","Male"
780090,"2015-03-30","Desktop","Female"
35826,"2015-01-17","Desktop","Male"
430068,"2015-01-26","Mobile","Male"
187512,"2015-01-05","Mobile","Male"
369484,"2015-03-19","Desktop","Male"
587936,"2015-04-04","Mobile","Male"
412728,"2015-02-20","Desktop","Male"
904376,"2015-02-12","Mobile","Female"
564780,"2015-02-27","Desktop","Female"
505376,"2015-01-14","Desktop","Female"
388175,"2015-03-21","Mobile","Female"
620270,"2015-03-19","Desktop","Male"
400068,"2015-03-11","Desktop","Male"
180565,"2015-04-14","Mobile","Female"
134685,"2015-04-07","Desktop","Male"
168356,"2015-04-01","Desktop","Female"
897602,"2015-01-03","Desktop","Female"
764380,"2015-04-16","Desktop","Male"
522493,"2015-04-23","Mobile","Male"
583695,"2015-01-23","Mobile","Male"
63946,"2015-02-16","Mobile","Male"
282317,"2015-04-03","Desktop","Male"
337953,"2015-01-13","Desktop","Female"
71082,"2015-01-15","Mobile","Female"
519200,"2015-04-20","Desktop","Male"
710795,"2015-02-24","Desktop","Female"
296440,"2015-02-11","Desktop","Male"
534254,"2015-02-21","Mobile","Female"
351524,"2015-02-27","Desktop","Male"
416069,"2015-01-14","Mobile","Female"
906664,"2015-03-06","Desktop","Female"
584150,"2015-03-21","Mobile","Male"
248849,"2015-01-29","Mobile","Female"
791103,"2015-03-20","Desktop","Male"
400664,"2015-02-28","Desktop","Male"
634177,"2015-01-09","Mobile","Female"
959511,"2015-03-13","Desktop","Male"
940933,"2015-02-20","Desktop","Female"
859497,"2015-02-11","Desktop","Male"
701429,"2015-02-24","Desktop","Male"
105857,"2015-04-17","Desktop","Female"
609743,"2015-04-30","Desktop","Female"
81323,"2015-04-11","Mobile","Male"
87410,"2015-04-07","Mobile","Female"
822245,"2015-02-06","Desktop","Female"
480688,"2015-04-26","Desktop","Male"
728916,"2015-03-26","Desktop","Female"
538099,"2015-03-25","Desktop","Male"
57070,"2015-02-09","Desktop","Male"
367111,"2015-02-24","Mobile","Female"
949100,"2015-04-25","Desktop","Male"
15922,"2015-02-13","Desktop","Male"
514406,"2015-02-24","Desktop","Male"
716221,"2015-03-27","Desktop","Male"
875754,"2015-01-02","Desktop","Male"
247338,"2015-02-28","Desktop","Female"
597065,"2015-02-19","Mobile","Male"
271761,"2015-01-23","Desktop","Female"
688968,"2015-01-01","Desktop","Female"
40731,"2015-02-10","Desktop","Female"
380900,"2015-02-01","Desktop","Male"
507386,"2015-03-04","Desktop","Male"
677741,"2015-01-11","Desktop","Female"
447223,"2015-04-14","Desktop","Female"
327144,"2015-02-09","Desktop","Male"
957973,"2015-04-07","Desktop","Male"
477136,"2015-01-03","Desktop","Male"
993531,"2015-01-29","Desktop","Female"
999507,"2015-02-20","Desktop","Female"
584100,"2015-01-05","Mobile","Female"
551851,"2015-03-21","Desktop","Male"
36012,"2015-04-27","Desktop","Female"
859780,"2015-01-06","Desktop","Female"
775459,"2015-02-14","Desktop","Male"
687314,"2015-02-15","Desktop","Male"
542486,"2015-03-09","Desktop","Female"
70757,"2015-04-20","Mobile","Female"
262555,"2015-04-16","Mobile","Female"
900857,"2015-02-01","Mobile","Male"
914694,"2015-03-16","Desktop","Male"
124631,"2015-01-08","Desktop","Female"
940828,"2015-03-19","Desktop","Male"
749782,"2015-01-22","Desktop","Female"
741013,"2015-03-06","Mobile","Male"
578809,"2015-02-18","Desktop","Male"
448767,"2015-03-31","Desktop","Male"
346529,"2015-03-22","Desktop","Female"
166765,"2015-04-18","Desktop","Male"
862143,"2015-04-12","Desktop","Male"
608519,"2015-02-09","Mobile","Male"
147272,"2015-04-30","Desktop","Male"
929015,"2015-01-17","Desktop","Male"
994645,"2015-03-29","Mobile","Female"
606024,"2015-01-26","Mobile","Male"
883661,"2015-04-13","Desktop","Female"
815731,"2015-04-10","Desktop","Male"
733096,"2015-01-19","Desktop","Female"
153859,"2015-01-29","Mobile","Female"
228647,"2015-03-09","Desktop","Female"
44103,"2015-01-02","Desktop","Male"
475643,"2015-04-14","Mobile","Female"
717378,"2015-03-09","Mobile","Male"
671383,"2015-03-03","Desktop","Male"
196473,"2015-04-27","Desktop","Male"
982752,"2015-04-11","Desktop","Male"
320235,"2015-03-20","Mobile","Male"
285882,"2015-01-27","Mobile","Female"
966856,"2015-01-11","Desktop","Female"
513780,"2015-02-02","Desktop","Female"
988493,"2015-01-26","Mobile","Male"
160100,"2015-03-28","Mobile","Female"
743071,"2015-03-28","Desktop","Male"
80975,"2015-03-01","Desktop","Female"
96374,"2015-04-26","Desktop","Female"
106104,"2015-02-13","Mobile","Male"
961481,"2015-04-30","Desktop","Female"
873276,"2015-02-28","Desktop","Female"
183849,"2015-03-17","Mobile","Female"
881429,"2015-02-25","Desktop","Male"
33116,"2015-01-07","Mobile","Female"
72059,"2015-04-16","Mobile","Female"
601691,"2015-01-31","Mobile","Female"
603715,"2015-03-21","Desktop","Male"
511661,"2015-04-05","Mobile","Female"
178144,"2015-04-01","Desktop","Male"
33024,"2015-04-05","Desktop","Male"
119588,"2015-04-30","Desktop","Male"
833489,"2015-04-27","Mobile","Female"
999919,"2015-04-24","Mobile","Male"
505736,"2015-04-27","Desktop","Female"
1850,"2015-04-15","Mobile","Male"
960801,"2015-01-13","Mobile","Male"
449667,"2015-03-31","Desktop","Male"
838941,"2015-04-08","Mobile","Male"
125918,"2015-03-14","Mobile","Female"
587135,"2015-01-26","Mobile","Female"
522761,"2015-04-20","Mobile","Female"
638114,"2015-01-09","Mobile","Female"
809713,"2015-03-21","Desktop","Female"
856569,"2015-01-29","Desktop","Female"
385867,"2015-01-22","Mobile","Male"
109254,"2015-03-08","Mobile","Male"
136478,"2015-04-24","Desktop","Female"
68010,"2015-02-16","Desktop","Male"
299821,"2015-03-13","Desktop","Female"
69703,"2015-02-23","Mobile","Female"
571080,"2015-02-06","Mobile","Male"
581956,"2015-02-25","Mobile","Male"
538422,"2015-02-05","Desktop","Male"
234850,"2015-01-22","Desktop","Male"
514968,"2015-04-01","Mobile","Male"
329250,"2015-02-07","Desktop","Male"
842337,"2015-02-23","Desktop","Female"
614645,"2015-04-27","Desktop","Male"
321738,"2015-03-04","Mobile","Male"
441049,"2015-01-25","Desktop","Female"
344758,"2015-04-14","Desktop","Female"
38228,"2015-03-08","Desktop","Female"
767828,"2015-01-08","Desktop","Female"
490018,"2015-02-16","Mobile","Female"
748038,"2015-01-10","Desktop","Female"
359974,"2015-02-01","Desktop","Male"
74853,"2015-03-13","Desktop","Male"
760535,"2015-02-09","Mobile","Female"
251790,"2015-03-10","Desktop","Female"
231382,"2015-02-26","Mobile","Female"
327213,"2015-01-14","Desktop","Male"
735003,"2015-01-02","Desktop","Female"
396609,"2015-01-19","Mobile","Male"
741537,"2015-03-12","Desktop","Male"
150848,"2015-02-17","Mobile","Female"
318814,"2015-01-09","Desktop","Male"
52926,"2015-02-21","Desktop","Female"
425712,"2015-03-27","Desktop","Female"
435151,"2015-03-10","Desktop","Female"
361644,"2015-04-13","Desktop","Female"
403748,"2015-04-25","Mobile","Female"
667530,"2015-02-02","Mobile","Female"
334242,"2015-03-23","Desktop","Female"
33980,"2015-03-22","Desktop","Female"
263034,"2015-04-05","Mobile","Female"
40068,"2015-01-02","Desktop","Male"
545961,"2015-02-02","Mobile","Female"
717951,"2015-01-12","Mobile","Female"
354377,"2015-02-23","Desktop","Female"
967033,"2015-03-08","Mobile","Female"
19707,"2015-04-24","Mobile","Male"
782372,"2015-02-05","Desktop","Male"
767940,"2015-03-03","Desktop","Male"
87804,"2015-03-13","Mobile","Male"
383218,"2015-01-08","Desktop","Male"
979913,"2015-03-24","Desktop","Male"
333429,"2015-04-15","Desktop","Male"
234387,"2015-03-25","Desktop","Male"
718625,"2015-04-01","Desktop","Male"
403460,"2015-04-01","Desktop","Female"
296161,"2015-04-28","Desktop","Female"
115359,"2015-03-30","Desktop","Male"
38550,"2015-03-03","Desktop","Male"
641863,"2015-04-23","Desktop","Female"
885491,"2015-04-01","Desktop","Female"
942329,"2015-01-10","Mobile","Female"
435079,"2015-03-15","Desktop","Female"
659630,"2015-04-25","Desktop","Female"
32117,"2015-02-15","Mobile","Male"
753796,"2015-03-19","Desktop","Male"
701669,"2015-04-03","Desktop","Male"
619293,"2015-02-12","Desktop","Female"
517829,"2015-04-03","Desktop","Male"
514675,"2015-04-14","Desktop","Male"
131793,"2015-03-31","Desktop","Male"
756068,"2015-01-10","Mobile","Male"
187412,"2015-02-14","Mobile","Female"
580368,"2015-02-21","Desktop","Male"
353265,"2015-02-10","Desktop","Male"
121069,"2015-01-05","Mobile","Female"
66337,"2015-02-10","Mobile","Male"
876424,"2015-04-23","Mobile","Male"
70627,"2015-03-01","Desktop","Male"
355059,"2015-02-13","Mobile","Male"
605467,"2015-01-20","Desktop","Male"
183648,"2015-03-26","Desktop","Female"
127688,"2015-01-04","Desktop","Male"
583730,"2015-04-12","Desktop","Female"
111537,"2015-02-03","Desktop","Male"
745107,"2015-04-13","Mobile","Male"
593552,"2015-01-29","Mobile","Female"
219860,"2015-02-14","Desktop","Male"
28445,"2015-04-28","Desktop","Male"
438317,"2015-04-22","Desktop","Male"
539011,"2015-03-11","Mobile","Male"
344997,"2015-02-01","Desktop","Male"
777191,"2015-03-21","Desktop","Male"
984688,"2015-04-27","Mobile","Male"
163713,"2015-01-26","Mobile","Male"
927412,"2015-01-19","Desktop","Female"
520437,"2015-04-16","Desktop","Female"
