"user_id","page"
313593,"home_page"
468315,"home_page"
264005,"home_page"
290784,"home_page"
639104,"home_page"
262889,"home_page"
708793,"home_page"
943143,"home_page"
417894,"home_page"
729374,"home_page"
188061,"home_page"
899940,"home_page"
351103,"home_page"
361882,"home_page"
899516,"home_page"
99215,"home_page"
594691,"home_page"
432943,"home_page"
364893,"home_page"
654707,"home_page"
272192,"home_page"
396024,"home_page"
369723,"home_page"
438763,"home_page"
223223,"home_page"
140078,"home_page"
96742,"home_page"
74432,"home_page"
819741,"home_page"
664153,"home_page"
353199,"home_page"
803413,"home_page"
299241,"home_page"
414083,"home_page"
68581,"home_page"
643983,"home_page"
615303,"home_page"
895952,"home_page"
383884,"home_page"
355842,"home_page"
365579,"home_page"
208754,"home_page"
508281,"home_page"
329346,"home_page"
580506,"home_page"
820301,"home_page"
80844,"home_page"
190867,"home_page"
564948,"home_page"
226243,"home_page"
404071,"home_page"
366921,"home_page"
477314,"home_page"
345346,"home_page"
514680,"home_page"
173171,"home_page"
206165,"home_page"
107159,"home_page"
552933,"home_page"
337677,"home_page"
107581,"home_page"
586375,"home_page"
182469,"home_page"
596679,"home_page"
423571,"home_page"
454861,"home_page"
697377,"home_page"
417880,"home_page"
638007,"home_page"
593802,"home_page"
888302,"home_page"
879674,"home_page"
327144,"home_page"
274834,"home_page"
545840,"home_page"
842332,"home_page"
406652,"home_page"
117204,"home_page"
461561,"home_page"
318329,"home_page"
433567,"home_page"
393376,"home_page"
161474,"home_page"
29581,"home_page"
667530,"home_page"
632098,"home_page"
835812,"home_page"
841940,"home_page"
529948,"home_page"
845560,"home_page"
381578,"home_page"
771567,"home_page"
45782,"home_page"
546823,"home_page"
671929,"home_page"
861646,"home_page"
520776,"home_page"
841721,"home_page"
589849,"home_page"
35264,"home_page"
646808,"home_page"
453460,"home_page"
344542,"home_page"
553966,"home_page"
912921,"home_page"
716447,"home_page"
779803,"home_page"
586427,"home_page"
137806,"home_page"
393848,"home_page"
997458,"home_page"
548671,"home_page"
605324,"home_page"
351098,"home_page"
215608,"home_page"
472121,"home_page"
506418,"home_page"
572175,"home_page"
713360,"home_page"
395035,"home_page"
53032,"home_page"
370718,"home_page"
332102,"home_page"
903245,"home_page"
21108,"home_page"
652419,"home_page"
906743,"home_page"
436752,"home_page"
702371,"home_page"
464369,"home_page"
623110,"home_page"
424267,"home_page"
511454,"home_page"
317627,"home_page"
66313,"home_page"
405128,"home_page"
238577,"home_page"
642212,"home_page"
669784,"home_page"
684704,"home_page"
730954,"home_page"
350569,"home_page"
920853,"home_page"
222481,"home_page"
202675,"home_page"
581961,"home_page"
735095,"home_page"
125607,"home_page"
202266,"home_page"
